,idx,charger_type,daily_usage_2,peak_usage_2,daily_usage_3,peak_usage_3,type_2_rating,type_3_rating,type_2_nos,type_3_nos,energy_usage,uptime
347,347,Zeon,4.8,25.92,22.3,22.3,10,350,3,1,36.7,145
348,348,Zeon,72.5,120.0,12.0,36.0,4,250,5,3,398.5,0
349,349,Zeon,9.0,81.0,20.8,24.0,10,400,6,1,74.8,160
350,350,Zeon,30.6,48.0,2.2,11.0,22,350,2,2,65.6,70
351,351,Zeon,118.2,144.0,5.9,5.9,20,350,6,1,715.1,40
352,352,Zeon,70.8,72.0,30.0,48.0,22,250,3,2,272.4,110
353,353,Zeon,3.8,19.0,22.8,24.0,10,450,2,1,30.4,125
354,354,Zeon,4.0,11.2,9.4,22.56,4,300,2,2,26.8,10
355,355,Zeon,55.5,120.0,48.9,72.0,15,400,5,3,424.2,0
356,356,Zeon,34.6,48.0,47.6,48.0,4,300,2,2,164.4,135
357,357,Zeon,54.5,120.0,52.8,72.0,20,450,5,3,430.9,35
358,358,Zeon,72.0,120.0,14.1,24.0,10,350,5,1,374.1,5
359,359,Zeon,11.5,17.25,20.0,24.0,22,400,1,1,31.5,35
360,360,Zeon,72.8,96.0,13.4,32.16,22,450,4,2,318.0,190
361,361,Zeon,33.0,120.0,61.5,72.0,22,200,5,3,349.5,90
362,362,Zeon,3.9,5.07,4.8,8.16,15,200,1,1,8.7,165
363,363,Zeon,43.2,48.0,10.3,20.6,4,350,2,1,96.7,75
364,364,Others,88.8,96.0,17.4,48.0,22,450,4,2,390.0,60
365,365,Others,8.5,106.25,11.3,22.6,15,250,5,1,53.8,35
366,366,Others,22.0,24.0,16.8,72.0,8,200,1,3,72.4,130
367,367,Others,6.2,23.56,9.6,28.8,8,300,2,2,31.6,15
368,368,Others,71.1,72.0,43.6,48.0,4,200,3,2,300.5,175
369,369,Others,2.0,6.0,16.1,24.0,20,450,2,1,20.1,175
370,370,Others,63.6,72.0,47.8,48.0,8,250,3,2,286.4,5
371,371,Others,37.6,48.0,28.5,72.0,15,400,2,3,160.7,85
372,372,Others,50.4,144.0,36.0,48.0,4,450,6,2,374.4,80
373,373,Others,6.4,10.24,71.1,72.0,8,200,1,3,219.7,90
374,374,Others,140.4,144.0,22.1,24.0,20,200,6,1,864.5,15
375,375,Zeon,17.6,24.0,20.2,24.0,15,200,1,1,37.8,170
376,376,Zeon,21.4,24.0,19.8,72.0,10,350,1,3,80.8,30
377,377,Zeon,15.6,72.0,30.9,72.0,8,350,3,3,139.5,15
378,378,Zeon,97.8,144.0,58.5,72.0,15,350,6,3,762.3,120
379,379,Zeon,62.0,120.0,6.1,8.54,15,250,5,1,316.1,85
380,380,Zeon,38.4,96.0,20.1,72.0,15,400,4,3,213.9,115
381,381,Zeon,2.5,4.0,15.9,17.49,10,200,1,1,18.4,35
382,382,Zeon,26.0,96.0,46.5,72.0,15,200,4,3,243.5,50
383,383,Zeon,100.0,120.0,14.5,24.0,4,300,5,1,514.5,195
384,384,Zeon,54.4,96.0,64.5,72.0,4,250,4,3,411.1,110
385,385,Zeon,22.2,48.0,19.3,24.0,10,250,2,1,63.7,10
386,386,Zeon,74.8,96.0,22.8,48.0,22,200,4,2,344.8,65
387,387,Zeon,51.2,96.0,17.3,17.3,4,450,4,1,222.1,175
388,388,Zeon,40.8,96.0,33.3,72.0,8,450,4,3,263.1,70
389,389,Zeon,104.5,120.0,16.2,24.0,10,400,5,1,538.7,180
390,390,Zeon,106.0,120.0,18.5,24.0,22,400,5,1,548.5,0
391,391,Zeon,34.2,72.0,13.3,21.28,8,400,3,1,115.9,120
392,392,Zeon,58.2,144.0,15.2,48.0,20,300,6,2,379.6,185
393,393,Zeon,20.4,96.0,15.9,72.0,22,200,4,3,129.3,40
394,394,Zeon,9.1,17.29,39.8,48.0,22,200,1,2,88.7,25
395,395,Zeon,23.5,120.0,18.0,21.6,22,350,5,1,135.5,195
396,396,Zeon,24.0,48.0,11.4,48.0,15,350,2,2,70.8,35
397,397,Zeon,47.6,96.0,13.8,72.0,8,450,4,3,231.8,90
398,398,Zeon,7.0,19.6,6.8,13.6,22,350,2,1,20.8,25
399,399,Zeon,16.2,144.0,66.6,72.0,4,400,6,3,297.0,135
400,400,Zeon,21.2,96.0,35.8,48.0,15,450,4,2,156.4,175
401,401,Zeon,38.0,48.0,14.3,24.0,22,200,2,1,90.3,140
402,402,Zeon,98.0,120.0,33.0,72.0,22,200,5,3,589.0,175
403,403,Zeon,48.9,72.0,3.4,3.4,8,400,3,1,150.1,125
404,404,Zeon,120.0,144.0,15.1,24.0,10,450,6,1,735.1,150
405,405,Others,17.4,48.0,42.6,72.0,20,200,2,3,162.6,125
406,406,Others,9.5,15.2,34.8,72.0,10,250,1,3,113.9,35
407,407,Others,126.6,144.0,19.2,24.0,22,450,6,1,778.8,90
408,408,Others,24.6,144.0,3.3,5.28,10,250,6,1,150.9,125
409,409,Others,4.0,12.0,40.4,48.0,10,200,2,2,88.8,140
410,410,Others,9.9,41.58,4.6,6.9,20,450,3,1,34.3,160
411,411,Others,56.0,120.0,70.5,72.0,20,250,5,3,491.5,160
412,412,Others,63.0,144.0,16.2,24.0,20,350,6,1,394.2,10
413,413,Others,60.6,144.0,40.2,72.0,22,200,6,3,484.2,10
414,414,Others,27.3,72.0,64.2,72.0,22,300,3,3,274.5,115
415,415,Others,12.8,24.0,7.6,18.24,15,250,1,1,20.4,130
416,416,Others,21.9,24.0,8.9,8.9,8,300,1,1,30.8,95
417,417,Others,60.4,96.0,26.7,72.0,8,400,4,3,321.7,50
418,418,Others,33.5,120.0,29.1,72.0,15,300,5,3,254.8,5
419,419,Others,68.0,120.0,12.6,48.0,15,450,5,2,365.2,20
420,420,Others,6.2,21.08,45.8,48.0,8,200,2,2,104.0,155
421,421,Others,15.3,72.0,11.2,11.2,15,450,3,1,57.1,190
422,422,Others,33.0,72.0,13.2,14.52,15,400,3,1,112.2,75
423,423,Zeon,12.4,16.12,14.2,48.0,22,300,1,2,40.8,15
424,424,Zeon,94.0,120.0,43.0,48.0,4,450,5,2,556.0,70
425,425,Zeon,97.0,120.0,5.0,12.0,20,450,5,2,495.0,20
426,426,Zeon,13.5,56.699999999999996,29.8,48.0,15,250,3,2,100.1,65
427,427,Zeon,22.8,48.0,23.9,24.0,22,200,2,1,69.5,150
428,428,Others,36.0,120.0,42.3,72.0,4,200,5,3,306.9,110
429,429,Others,81.0,144.0,32.2,48.0,10,250,6,2,550.4,15
430,430,Others,54.8,96.0,46.6,48.0,8,400,4,2,312.4,0
431,431,Others,7.8,102.96000000000001,41.0,48.0,10,250,6,2,128.8,160
432,432,Others,35.8,48.0,22.2,72.0,10,300,2,3,138.2,150
433,433,Others,19.0,41.8,44.4,72.0,8,350,2,3,171.2,50
434,434,Others,67.0,120.0,6.0,32.400000000000006,20,400,5,3,353.0,20
435,435,Others,127.8,144.0,41.8,48.0,22,350,6,2,850.4,105
436,436,Others,96.5,120.0,3.2,3.2,4,400,5,1,485.7,140
437,437,Others,42.0,120.0,9.8,27.44,15,300,5,2,229.6,55
438,438,Others,130.8,144.0,46.2,48.0,10,350,6,2,877.2,100
439,439,Others,108.5,120.0,20.5,24.0,20,300,5,1,563.0,30
440,440,Others,99.0,120.0,6.6,22.44,15,200,5,2,508.2,195
441,441,Electreefi,8.6,20.64,7.4,16.28,20,200,2,2,32.0,65
442,442,Electreefi,19.8,72.0,34.6,48.0,10,250,3,2,128.6,40
443,443,Electreefi,112.2,144.0,16.0,17.6,20,350,6,1,689.2,45
444,444,Electreefi,58.0,120.0,56.1,72.0,22,450,5,3,458.3,170
445,445,Electreefi,4.0,7.2,39.8,48.0,8,400,1,2,83.6,165
446,446,Electreefi,38.0,48.0,51.3,72.0,8,200,2,3,229.9,120
447,447,Electreefi,10.0,22.0,10.4,21.84,8,400,1,1,20.4,35
448,448,Electreefi,51.9,72.0,18.4,24.0,10,450,3,1,174.1,145
449,449,Electreefi,2.8,8.4,19.8,48.0,20,400,2,2,45.2,135
450,450,Electreefi,50.8,96.0,7.8,12.48,10,300,4,1,211.0,125
451,451,Electreefi,27.6,72.0,41.1,72.0,10,200,3,3,206.1,160
452,452,Electreefi,8.2,41.0,9.9,59.400000000000006,4,200,2,3,46.1,35
453,453,Electreefi,63.0,72.0,9.0,19.8,4,200,3,2,207.0,185
454,454,Electreefi,109.2,144.0,13.5,24.0,10,350,6,1,668.7,80
455,455,Electreefi,47.4,144.0,43.6,48.0,10,200,6,2,371.6,165
456,456,Electreefi,78.4,96.0,22.9,24.0,15,300,4,1,336.5,80
457,457,Electreefi,46.4,48.0,1.7,2.38,20,200,2,1,94.5,30
458,458,Electreefi,86.0,96.0,18.3,24.0,15,350,4,1,362.3,160
459,459,Electreefi,112.2,144.0,14.2,24.0,10,350,6,1,687.4,170
460,460,Electreefi,22.8,96.0,12.2,34.16,4,250,4,2,115.6,80
461,461,Electreefi,60.8,96.0,16.6,23.24,22,250,4,1,259.8,60
462,462,Electreefi,9.2,44.16,17.2,24.0,8,250,4,1,54.0,75
463,463,Electreefi,6.9,35.19,4.4,6.16,22,250,3,1,25.1,5
464,464,Electreefi,12.3,36.900000000000006,66.6,72.0,4,350,3,3,236.7,130
465,465,KSEB,45.9,72.0,6.6,9.24,8,300,3,1,144.3,165
466,466,KSEB,15.3,55.08,3.9,7.41,15,450,3,1,49.8,125
467,467,KSEB,9.9,41.58,3.6,7.92,15,450,3,2,36.9,95
468,468,KSEB,115.5,120.0,13.6,24.0,8,250,5,1,591.1,35
469,469,KSEB,18.6,144.0,13.6,24.0,15,250,6,1,125.2,90
470,470,KSEB,75.6,144.0,20.0,24.0,4,350,6,1,473.6,10
471,471,KSEB,2.6,5.2,9.2,40.48,8,450,2,2,23.6,180
472,472,KSEB,61.0,120.0,16.5,49.5,4,250,5,3,354.5,105
473,473,KSEB,103.2,144.0,14.4,72.0,10,350,6,3,662.4,110
474,474,KSEB,12.3,36.900000000000006,58.8,72.0,20,250,3,3,213.3,30
475,475,KSEB,55.0,120.0,16.8,16.8,22,350,5,1,291.8,110
476,476,KSEB,12.6,71.82000000000001,30.9,72.0,15,400,3,3,130.5,10
477,477,KSEB,33.0,48.0,51.0,72.0,22,350,2,3,219.0,110
478,478,KSEB,33.6,48.0,42.3,72.0,4,350,2,3,194.1,15
479,479,KSEB,82.8,144.0,11.1,43.29,10,300,6,3,530.1,75
480,480,KSEB,9.9,41.58,17.8,21.36,4,400,3,1,47.5,190
481,481,KSEB,83.2,96.0,70.2,72.0,10,250,4,3,543.4,135
482,482,KSEB,20.6,41.2,24.9,72.0,4,200,2,3,115.9,45
483,483,KSEB,49.8,72.0,62.7,72.0,10,350,3,3,337.5,15
484,484,KSEB,17.4,20.88,26.1,72.0,4,300,1,3,95.7,115
485,485,KSEB,28.0,120.0,6.5,14.95,8,200,5,1,146.5,115
486,486,KSEB,111.0,144.0,21.9,24.0,15,400,6,1,687.9,110
487,487,KSEB,26.4,96.0,24.4,48.0,10,250,4,2,154.4,65
488,488,KSEB,16.2,24.0,13.5,52.650000000000006,10,250,1,3,56.7,170
489,489,KSEB,45.6,144.0,20.6,48.0,4,300,6,2,314.8,135
490,490,KSEB,92.4,144.0,23.6,48.0,20,200,6,2,601.6,15
491,491,KSEB,18.9,24.0,9.4,31.96,22,250,1,2,37.7,65
492,492,KSEB,5.0,47.5,69.6,72.0,8,400,5,3,233.8,80
493,493,KSEB,21.9,72.0,46.0,48.0,10,200,3,2,157.7,55
494,494,KSEB,33.6,144.0,5.0,25.0,20,200,6,2,211.6,60
495,495,KSEB,22.2,24.0,18.2,48.0,15,450,1,2,58.6,170
496,496,KSEB,42.6,72.0,20.7,72.0,10,200,3,3,189.9,110
497,497,KSEB,3.5,7.0,23.7,24.0,10,300,1,1,27.2,60
498,498,KSEB,123.6,144.0,18.0,24.0,20,400,6,1,759.6,110
499,499,KSEB,132.0,144.0,24.4,48.0,8,350,6,2,840.8,145
500,500,KSEB,20.0,20.0,16.8,48.0,22,450,1,2,53.6,180
501,501,KSEB,77.4,144.0,1.5,2.1,22,250,6,1,465.9,0
502,502,KSEB,6.0,39.599999999999994,48.0,72.0,22,300,6,3,180.0,160
503,503,KSEB,2.7,5.13,42.4,48.0,20,300,1,2,87.5,125
504,504,KSEB,143.4,144.0,43.8,48.0,4,450,6,2,948.0,125
505,505,KSEB,103.0,120.0,42.0,72.0,22,250,5,3,641.0,180
506,506,KSEB,5.5,7.7,21.6,43.2,10,250,1,2,48.7,115
507,507,KSEB,9.0,34.2,17.4,24.0,8,350,2,1,35.4,60
508,508,KSEB,30.0,96.0,20.2,48.0,20,400,4,2,160.4,160
509,509,KSEB,69.0,144.0,21.7,21.7,20,450,6,1,435.7,45
510,510,KSEB,6.6,39.599999999999994,26.7,72.0,8,400,6,3,119.7,55
511,511,KSEB,69.5,120.0,27.0,48.0,8,250,5,2,401.5,85
512,512,KSEB,107.5,120.0,39.6,48.0,10,350,5,2,616.7,5
513,513,KSEB,1.9,2.47,9.4,14.1,15,300,1,1,11.3,15
514,514,KSEB,8.5,68.0,66.3,72.0,22,300,5,3,241.4,155
515,515,KSEB,21.9,24.0,1.6,3.52,10,250,1,1,23.5,195
516,516,KSEB,67.2,144.0,13.8,41.400000000000006,4,300,6,3,444.6,150
517,517,KSEB,33.0,120.0,27.2,48.0,20,250,5,2,219.4,95
518,518,KSEB,19.0,24.0,22.5,72.0,4,300,1,3,86.5,10
519,519,KSEB,25.2,72.0,17.0,48.0,8,400,3,2,109.6,20
520,520,KSEB,18.8,24.0,51.6,72.0,10,250,1,3,173.6,20
521,521,KSEB,22.0,24.0,70.5,72.0,4,450,1,3,233.5,60
522,522,KSEB,38.0,96.0,31.5,72.0,20,400,4,3,246.5,185
523,523,BPCL,54.5,120.0,17.6,17.6,8,200,5,1,290.1,165
524,524,BPCL,69.5,120.0,21.2,24.0,20,450,5,1,368.7,130
525,525,BPCL,32.2,48.0,9.6,26.88,22,400,2,2,83.6,105
526,526,BPCL,73.8,144.0,11.8,12.98,20,200,6,1,454.6,170
527,527,BPCL,18.0,24.0,42.4,48.0,20,250,1,2,102.8,55
528,528,BPCL,1.3,1.95,4.2,7.14,8,250,1,1,5.5,90
529,529,BPCL,47.0,48.0,3.4,3.74,10,200,2,1,97.4,0
530,530,BPCL,14.0,48.0,24.9,72.0,22,400,2,3,102.7,50
531,531,BPCL,3.0,9.0,10.6,36.04,22,300,2,2,27.2,135
532,532,BPCL,62.0,120.0,22.2,24.0,4,400,5,1,332.2,60
533,533,BPCL,59.7,72.0,14.2,42.6,8,350,3,2,207.5,105
534,534,BPCL,18.4,48.0,69.6,72.0,15,300,2,3,245.6,90
535,535,BPCL,46.2,48.0,9.8,12.74,10,400,2,1,102.2,45
536,536,BPCL,111.5,120.0,3.6,16.200000000000003,4,400,5,3,568.3,150
537,537,BPCL,35.0,120.0,7.2,14.4,20,200,5,2,189.4,160
538,538,BPCL,23.9,24.0,70.5,72.0,8,200,1,3,235.4,145
539,539,BPCL,13.0,36.4,9.1,11.83,20,250,2,1,35.1,40
540,540,BPCL,17.4,72.0,21.8,48.0,8,350,3,2,95.8,185
541,541,BPCL,93.5,120.0,15.1,16.61,8,350,5,1,482.6,75
542,542,BPCL,23.0,120.0,20.0,48.0,4,450,5,2,155.0,55
543,543,BPCL,20.4,144.0,46.8,48.0,8,250,6,2,216.0,10
544,544,BPCL,2.1,3.78,10.3,11.33,4,400,1,1,12.4,170
545,545,BPCL,62.4,72.0,36.0,72.0,8,350,3,3,295.2,25
546,546,BPCL,20.1,24.0,69.0,72.0,20,450,1,3,227.1,20
547,547,BPCL,111.5,120.0,24.6,72.0,4,250,5,3,631.3,25
548,548,BPCL,81.2,96.0,16.2,24.0,8,200,4,1,341.0,135
549,549,BPCL,40.8,144.0,5.2,7.28,15,250,6,1,250.0,30
550,550,BPCL,53.7,72.0,38.2,48.0,10,200,3,2,237.5,180
551,551,BPCL,21.2,48.0,33.0,72.0,8,350,2,3,141.4,190
552,552,BPCL,17.3,24.0,38.1,72.0,20,350,1,3,131.6,105
553,553,BPCL,15.1,24.0,28.8,48.0,4,350,1,2,72.7,45
554,554,BPCL,32.8,96.0,3.2,7.04,4,400,4,1,134.4,85
555,555,BPCL,35.4,48.0,24.0,48.0,10,350,2,2,118.8,140
556,556,BPCL,27.0,48.0,65.1,72.0,10,450,2,3,249.3,85
557,557,BPCL,32.6,48.0,20.4,72.0,10,400,2,3,126.4,165
558,558,BPCL,112.5,120.0,15.1,16.61,22,300,5,1,577.6,160
559,559,BPCL,58.8,72.0,45.9,72.0,8,250,3,3,314.1,5
560,560,BPCL,136.2,144.0,44.1,72.0,20,300,6,3,949.5,60
561,561,BPCL,47.0,48.0,54.6,72.0,4,200,2,3,257.8,95
562,562,BPCL,17.6,96.0,14.8,24.0,15,450,4,1,85.2,180
563,563,BPCL,23.5,24.0,4.4,13.2,4,400,1,2,32.3,130
564,564,BPCL,30.9,72.0,27.8,48.0,15,350,3,2,148.3,120
565,565,BPCL,9.3,20.46,45.2,48.0,8,400,1,2,99.7,25
566,566,BPCL,100.0,120.0,3.2,11.52,20,350,5,2,506.4,120
567,567,BPCL,6.5,16.25,30.2,48.0,8,250,1,2,66.9,185
568,568,BPCL,7.8,35.88,7.3,8.76,10,300,2,1,22.9,80
569,569,BPCL,82.2,144.0,18.6,22.32,22,450,6,1,511.8,25
570,570,BPCL,12.1,24.0,30.4,48.0,15,400,1,2,72.9,35
571,571,BPCL,41.0,120.0,43.2,72.0,15,250,5,3,334.6,90
572,572,BPCL,80.5,120.0,4.5,29.700000000000003,22,200,5,3,416.0,160
573,573,BPCL,26.4,96.0,10.4,23.92,10,350,4,1,116.0,5
574,574,BPCL,55.8,72.0,6.4,14.08,10,200,3,1,173.8,150
575,575,BPCL,30.5,120.0,16.8,24.0,10,400,5,1,169.3,25
576,576,BPCL,62.8,96.0,30.6,72.0,10,450,4,3,343.0,125
577,577,BPCL,21.6,24.0,53.1,72.0,8,400,1,3,180.9,45
578,578,BPCL,67.0,120.0,13.0,24.0,22,300,5,1,348.0,10
579,579,BPCL,9.4,10.34,24.0,72.0,10,200,1,3,81.4,5
580,580,BPCL,124.2,144.0,42.0,72.0,8,300,6,3,871.2,105
581,581,BPCL,29.5,120.0,1.6,3.68,4,300,5,1,149.1,75
582,582,BPCL,46.6,48.0,9.5,15.2,4,450,2,1,102.7,155
583,583,BPCL,7.2,7.2,30.6,72.0,10,250,1,3,99.0,110
584,584,BPCL,112.0,120.0,11.4,38.76,15,200,5,2,582.8,175
585,585,BPCL,88.0,120.0,45.2,48.0,8,350,5,2,530.4,85
586,586,BPCL,46.0,96.0,22.5,24.0,20,450,4,1,206.5,145
587,587,BPCL,22.9,24.0,15.0,72.0,22,300,1,3,67.9,65
588,588,BPCL,55.8,144.0,34.8,48.0,15,350,6,2,404.4,150
589,589,BPCL,65.0,120.0,6.8,9.52,15,450,5,1,331.8,140
590,590,BPCL,86.5,120.0,38.0,48.0,10,350,5,2,508.5,35
591,591,BPCL,88.0,96.0,31.0,48.0,15,250,4,2,414.0,165
592,592,BPCL,21.2,96.0,24.8,48.0,20,300,4,2,134.4,145
593,593,BPCL,43.2,72.0,19.8,72.0,22,450,3,3,189.0,95
594,594,BPCL,59.6,96.0,23.5,24.0,22,450,4,1,261.9,115
595,595,BPCL,7.9,15.8,9.6,32.64,22,450,1,2,27.1,15
596,596,BPCL,31.5,72.0,19.7,24.0,8,250,3,1,114.2,155
597,597,BPCL,10.8,129.60000000000002,4.7,4.7,15,400,6,1,69.5,135
598,598,BPCL,44.4,48.0,37.8,48.0,22,450,2,2,164.4,90
599,599,BPCL,14.0,22.4,21.8,24.0,15,250,1,1,35.8,115
600,600,BPCL,3.0,13.2,2.3,4.83,20,200,2,1,8.3,145
601,601,BPCL,74.4,96.0,21.1,24.0,4,250,4,1,318.7,75
602,602,BPCL,35.6,48.0,23.2,24.0,8,400,2,1,94.4,195
603,603,BPCL,8.5,17.85,16.1,24.0,10,200,1,1,24.6,140
604,604,BPCL,6.9,12.42,6.1,7.93,8,400,1,1,13.0,25
605,605,BPCL,5.2,47.84,16.9,24.0,22,250,4,1,37.7,60
606,606,Tata Power,6.3,11.97,60.6,72.0,20,450,1,3,188.1,100
607,607,Tata Power,88.8,144.0,13.2,29.04,22,300,6,2,559.2,120
608,608,Tata Power,48.8,96.0,57.3,72.0,22,400,4,3,367.1,90
609,609,Tata Power,115.2,144.0,65.1,72.0,15,450,6,3,886.5,115
610,610,Tata Power,12.4,29.76,21.4,24.0,15,400,2,1,46.2,65
611,611,Tata Power,41.6,96.0,2.8,14.0,15,250,4,2,172.0,50
612,612,Tata Power,94.2,144.0,20.1,24.0,20,250,6,1,585.3,25
613,613,Tata Power,11.6,96.0,1.8,2.34,10,450,4,1,48.2,15
614,614,Tata Power,32.6,48.0,10.4,22.88,22,300,2,2,86.0,35
615,615,Tata Power,21.0,72.0,3.4,4.42,15,250,3,1,66.4,105
616,616,Tata Power,54.5,120.0,7.0,9.8,15,250,5,1,279.5,5
617,617,Tata Power,26.4,144.0,8.3,19.92,15,400,6,1,166.7,180
618,618,Tata Power,31.4,48.0,22.6,48.0,15,400,2,2,108.0,130
619,619,Tata Power,20.6,48.0,27.9,72.0,10,200,2,3,124.9,165
620,620,Tata Power,52.5,120.0,26.7,72.0,22,350,5,3,342.6,185
621,621,Tata Power,14.4,48.0,36.2,48.0,22,450,2,2,101.2,70
622,622,Tata Power,46.4,96.0,5.9,10.62,15,400,4,1,191.5,115
623,623,Tata Power,43.2,144.0,22.7,24.0,15,250,6,1,281.9,0
624,624,Tata Power,43.8,144.0,39.6,72.0,4,300,6,3,381.6,190
625,625,Tata Power,69.6,96.0,57.3,72.0,4,400,4,3,450.3,85
626,626,Tata Power,55.2,96.0,3.2,10.24,8,450,4,2,227.2,15
627,627,Tata Power,15.2,39.52,5.6,8.96,4,300,2,1,36.0,185
628,628,Tata Power,24.3,72.0,28.2,48.0,8,200,3,2,129.3,170
629,629,Tata Power,21.0,72.0,23.2,48.0,15,200,3,2,109.4,80
630,630,Tata Power,18.4,96.0,9.3,20.46,8,450,4,1,82.9,45
631,631,Tata Power,56.4,72.0,6.7,9.38,15,250,3,1,175.9,70
632,632,Tata Power,8.1,8.91,40.8,72.0,8,300,1,3,130.5,135
633,633,Tata Power,5.1,33.660000000000004,6.0,19.799999999999997,4,450,3,3,33.3,115
634,634,Tata Power,60.6,144.0,12.4,48.0,20,350,6,2,388.4,185
635,635,Tata Power,103.8,144.0,10.8,19.44,22,200,6,1,633.6,0
636,636,Tata Power,10.2,19.38,6.0,9.0,10,300,1,1,16.2,120
637,637,Tata Power,85.6,96.0,9.3,14.88,8,400,4,1,351.7,145
638,638,Tata Power,7.5,7.5,60.6,72.0,10,400,1,3,189.3,75
639,639,Tata Power,16.6,36.52,13.8,45.54,22,400,2,3,74.6,0
640,640,Tata Power,103.5,120.0,16.8,24.0,8,350,5,1,534.3,0
641,641,Tata Power,100.2,144.0,66.0,72.0,8,200,6,3,799.2,120
642,642,Tata Power,75.2,96.0,22.5,24.0,22,250,4,1,323.3,130
643,643,Tata Power,25.0,120.0,10.8,16.2,22,250,5,1,135.8,115
644,644,Tata Power,15.6,96.0,48.9,72.0,15,250,4,3,209.1,70
645,645,Tata Power,5.5,38.5,33.0,48.0,15,200,5,2,93.5,80
646,646,Tata Power,5.7,10.83,6.0,22.8,8,400,1,2,17.7,150
647,647,Tata Power,42.9,72.0,28.2,48.0,8,400,3,2,185.1,105
648,648,Tata Power,32.6,48.0,66.0,72.0,10,450,2,3,263.2,175
649,649,Tata Power,6.5,39.0,7.2,25.92,20,350,5,2,46.9,25
650,650,Tata Power,82.8,96.0,63.3,72.0,15,200,4,3,521.1,70
651,651,Tata Power,86.4,96.0,28.0,48.0,4,300,4,2,401.6,80
652,652,Tata Power,9.2,92.0,37.2,48.0,20,200,4,2,111.2,10
653,653,Tata Power,59.0,120.0,41.2,48.0,4,350,5,2,377.4,110
654,654,Tata Power,27.2,48.0,35.6,48.0,15,350,2,2,125.6,120
655,655,Tata Power,82.8,144.0,34.2,72.0,4,350,6,3,599.4,115
656,656,Tata Power,30.0,72.0,3.9,9.36,15,250,3,1,93.9,100
657,657,Tata Power,17.1,72.0,36.8,48.0,10,300,3,2,124.9,165
658,658,Tata Power,10.5,120.0,29.4,48.0,8,300,5,2,111.3,195
659,659,Tata Power,20.8,24.0,13.7,15.07,15,200,1,1,34.5,155
660,660,Tata Power,39.6,96.0,48.9,72.0,10,250,4,3,305.1,100
661,661,Tata Power,52.0,120.0,41.2,48.0,8,450,5,2,342.4,85
662,662,Tata Power,64.8,72.0,36.3,72.0,8,200,3,3,303.3,60
663,663,Tata Power,28.8,96.0,39.6,48.0,10,200,4,2,194.4,60
664,664,Tata Power,3.6,16.56,14.7,20.58,4,400,2,1,21.9,30
665,665,Tata Power,104.5,120.0,4.2,26.46,20,250,5,3,535.1,160
666,666,Tata Power,8.0,32.0,27.2,48.0,10,400,4,2,86.4,125
667,667,Tata Power,92.8,96.0,21.6,48.0,10,200,4,2,414.4,55
668,668,Tata Power,122.4,144.0,3.6,8.64,4,400,6,1,738.0,155
669,669,Tata Power,33.6,72.0,20.4,72.0,4,300,3,3,162.0,130
670,670,Tata Power,10.8,58.32000000000001,24.2,48.0,22,200,3,2,80.8,20
671,671,Tata Power,37.0,120.0,4.6,12.88,22,350,5,2,194.2,140
672,672,Tata Power,10.5,57.75,9.2,18.4,22,400,5,2,70.9,15
673,673,Tata Power,11.1,56.61,13.0,14.3,8,200,3,1,46.3,135
674,674,Tata Power,91.5,120.0,14.1,71.91,4,450,5,3,499.8,100
675,675,Tata Power,27.4,48.0,15.8,24.0,20,350,2,1,70.6,0
676,676,Tata Power,6.4,25.6,21.4,24.0,10,450,4,1,47.0,135
677,677,Tata Power,38.8,96.0,26.1,72.0,15,300,4,3,233.5,135
678,678,Tata Power,33.2,96.0,21.8,47.96,10,400,4,2,176.4,120
679,679,Tata Power,17.6,24.0,7.5,24.75,22,300,1,3,40.1,55
680,680,Tata Power,46.0,48.0,43.8,72.0,20,450,2,3,223.4,10
681,681,Tata Power,43.8,144.0,57.9,72.0,8,400,6,3,436.5,0
682,682,Tata Power,71.1,72.0,17.1,24.0,22,250,3,1,230.4,110
683,683,Tata Power,11.1,63.269999999999996,9.0,29.700000000000003,20,400,3,3,60.3,25
684,684,Tata Power,15.6,24.0,29.7,72.0,8,450,1,3,104.7,90
685,685,Tata Power,42.8,48.0,6.2,7.44,8,400,2,1,91.8,15
686,686,Tata Power,20.0,48.0,60.0,72.0,10,450,2,3,220.0,95
687,687,Tata Power,18.4,24.0,2.0,5.0,20,200,1,1,20.4,90
688,688,Tata Power,14.5,120.0,58.2,72.0,10,450,5,3,247.1,195
689,689,Tata Power,135.6,144.0,47.6,48.0,22,300,6,2,908.8,175
690,690,Tata Power,23.8,24.0,3.9,8.58,15,450,1,1,27.7,70
691,691,Tata Power,118.8,144.0,4.8,6.24,15,300,6,1,717.6,15
692,692,Tata Power,84.0,120.0,9.6,34.56,10,350,5,2,439.2,105
693,693,Tata Power,8.0,73.6,43.8,48.0,20,300,4,2,119.6,135
694,694,Tata Power,69.3,72.0,4.5,13.5,20,400,3,3,221.4,150
695,695,Tata Power,11.0,48.0,13.2,72.0,8,350,2,3,61.6,175
696,696,Tata Power,19.5,72.0,24.0,72.0,20,250,3,3,130.5,50
697,697,Tata Power,29.4,72.0,20.4,24.0,4,400,3,1,108.6,25
698,698,Tata Power,14.5,120.0,7.6,27.36,10,200,5,2,87.7,170
699,699,Tata Power,21.8,43.6,7.8,31.2,10,200,2,2,59.2,70
700,700,Tata Power,6.2,11.78,40.2,72.0,15,400,1,3,126.8,140
