,idx,charger_type,daily_usage_2,peak_usage_2,daily_usage_3,peak_usage_3,type_2_rating,type_3_rating,type_2_nos,type_3_nos,energy_usage,uptime
347,347,Zeon,11.2,96.0,9.9,21.78,22,300,4,1,54.7,190
348,348,Zeon,70.8,144.0,22.3,24.0,20,250,6,1,447.1,160
349,349,Zeon,36.0,96.0,11.5,24.0,8,200,4,1,155.5,25
350,350,Zeon,71.0,120.0,10.6,48.0,4,350,5,2,376.2,185
351,351,Zeon,31.2,72.0,25.5,72.0,10,300,3,3,170.1,95
352,352,Zeon,55.8,72.0,13.5,72.0,15,350,3,3,207.9,170
353,353,Zeon,106.8,144.0,55.5,72.0,15,350,6,3,807.3,30
354,354,Zeon,33.0,48.0,2.2,5.28,8,200,2,1,68.2,170
355,355,Zeon,142.8,144.0,5.3,10.6,10,450,6,1,862.1,120
356,356,Zeon,20.9,24.0,29.4,48.0,8,400,1,2,79.7,190
357,357,Zeon,6.9,39.33,18.8,24.0,20,400,3,1,39.5,140
358,358,Zeon,9.0,63.0,19.9,19.9,4,250,5,1,64.9,195
359,359,Zeon,19.0,24.0,36.9,72.0,4,450,1,3,129.7,120
360,360,Zeon,30.5,120.0,14.2,24.0,10,400,5,1,166.7,130
361,361,Zeon,63.6,72.0,27.8,48.0,15,200,3,2,246.4,35
362,362,Zeon,62.8,96.0,70.5,72.0,10,450,4,3,462.7,190
363,363,Zeon,74.0,96.0,8.0,32.0,10,250,4,2,312.0,85
364,364,Others,47.0,120.0,10.9,22.89,20,400,5,1,245.9,100
365,365,Others,79.6,96.0,20.0,48.0,10,400,4,2,358.4,35
366,366,Others,88.8,144.0,15.0,48.0,15,350,6,2,562.8,165
367,367,Others,25.2,96.0,5.5,13.75,4,200,4,1,106.3,120
368,368,Others,103.5,120.0,42.9,72.0,22,450,5,3,646.2,5
369,369,Others,29.6,48.0,8.2,10.66,4,450,2,1,67.4,90
370,370,Others,2.0,5.0,34.2,48.0,20,250,1,2,70.4,90
371,371,Others,25.8,144.0,42.4,48.0,22,350,6,2,239.6,145
372,372,Others,10.0,40.0,8.6,29.24,15,450,2,2,37.2,195
373,373,Others,19.2,76.8,29.8,48.0,10,450,4,2,136.4,45
374,374,Others,82.0,96.0,26.6,48.0,10,200,4,2,381.2,10
375,375,Zeon,3.0,3.3,43.4,48.0,4,450,1,2,89.8,80
376,376,Zeon,6.9,15.87,46.8,48.0,20,300,1,2,100.5,140
377,377,Zeon,139.8,144.0,9.1,22.75,10,350,6,1,847.9,185
378,378,Zeon,36.4,48.0,4.8,8.16,10,350,2,1,77.6,100
379,379,Zeon,41.8,48.0,11.2,48.0,15,250,2,2,106.0,175
380,380,Zeon,22.4,24.0,18.6,72.0,8,400,1,3,78.2,95
381,381,Zeon,49.2,72.0,24.6,72.0,4,250,3,3,221.4,45
382,382,Zeon,45.9,72.0,38.4,48.0,15,450,3,2,214.5,10
383,383,Zeon,2.2,6.6,25.6,48.0,22,450,2,2,55.6,130
384,384,Zeon,21.4,48.0,7.0,16.8,8,400,2,1,49.8,15
385,385,Zeon,27.2,96.0,22.8,24.0,15,200,4,1,131.6,140
386,386,Zeon,8.4,50.400000000000006,23.2,48.0,15,300,6,2,96.8,125
387,387,Zeon,23.8,48.0,43.2,48.0,22,400,2,2,134.0,130
388,388,Zeon,30.0,48.0,12.9,24.0,4,250,2,1,72.9,75
389,389,Zeon,92.0,96.0,28.5,72.0,22,250,4,3,453.5,60
390,390,Zeon,30.4,48.0,12.5,17.5,8,300,2,1,73.3,160
391,391,Zeon,27.2,48.0,5.2,6.76,10,400,2,1,59.6,75
392,392,Zeon,74.8,96.0,8.7,52.199999999999996,22,450,4,3,325.3,85
393,393,Zeon,14.5,24.0,43.2,72.0,10,450,1,3,144.1,115
394,394,Zeon,103.5,120.0,13.2,24.0,22,400,5,1,530.7,60
395,395,Zeon,7.8,107.64000000000001,32.2,48.0,10,350,6,2,111.2,190
396,396,Zeon,61.2,96.0,24.6,48.0,10,350,4,2,294.0,10
397,397,Zeon,74.0,96.0,18.5,24.0,4,450,4,1,314.5,65
398,398,Zeon,34.5,120.0,9.6,16.32,8,400,5,1,182.1,85
399,399,Zeon,85.2,96.0,8.6,19.78,8,250,4,1,349.4,20
400,400,Zeon,36.6,72.0,37.4,48.0,8,400,3,2,184.6,75
401,401,Zeon,79.0,120.0,8.4,9.24,10,250,5,1,403.4,180
402,402,Zeon,5.4,12.96,16.7,20.04,8,300,1,1,22.1,55
403,403,Zeon,9.9,53.46,16.9,21.97,8,300,3,1,46.6,120
404,404,Zeon,10.0,22.0,47.0,48.0,15,250,1,2,104.0,85
405,405,Others,45.0,72.0,4.1,8.2,4,300,3,1,139.1,180
406,406,Others,29.4,72.0,22.1,24.0,8,450,3,1,110.3,65
407,407,Others,63.5,120.0,10.8,15.12,10,450,5,1,328.3,25
408,408,Others,14.1,50.760000000000005,2.2,2.86,22,300,3,1,44.5,75
409,409,Others,18.5,18.5,7.3,12.41,22,450,1,1,25.8,10
410,410,Others,7.7,9.24,38.7,72.0,8,300,1,3,123.8,65
411,411,Others,118.2,144.0,18.6,72.0,20,300,6,3,765.0,55
412,412,Others,39.0,144.0,20.7,72.0,8,400,6,3,296.1,75
413,413,Others,81.6,144.0,21.0,48.0,20,350,6,2,531.6,80
414,414,Others,9.2,92.0,27.3,72.0,15,200,4,3,118.7,5
415,415,Others,14.6,24.0,21.1,24.0,20,200,1,1,35.7,0
416,416,Others,42.6,48.0,15.2,24.0,8,250,2,1,100.4,75
417,417,Others,28.8,72.0,32.4,48.0,4,350,3,2,151.2,30
418,418,Others,68.7,72.0,1.9,3.8,8,250,3,1,208.0,175
419,419,Others,4.0,9.6,7.4,22.2,10,400,1,2,18.8,160
420,420,Others,44.8,96.0,50.4,72.0,10,350,4,3,330.4,195
421,421,Others,34.2,144.0,12.6,45.36,10,250,6,2,230.4,110
422,422,Others,46.0,96.0,34.8,48.0,8,200,4,2,253.6,15
423,423,Zeon,46.5,120.0,10.3,23.69,4,350,5,1,242.8,130
424,424,Zeon,59.6,96.0,3.2,6.4,22,250,4,2,244.8,40
425,425,Zeon,55.6,96.0,15.4,24.0,4,450,4,1,237.8,65
426,426,Zeon,26.5,120.0,42.0,48.0,10,250,5,2,216.5,165
427,427,Zeon,46.8,72.0,34.2,48.0,20,350,3,2,208.8,70
428,428,Others,39.8,48.0,16.2,72.0,4,200,2,3,128.2,115
429,429,Others,45.0,48.0,41.4,72.0,20,300,2,3,214.2,60
430,430,Others,46.5,72.0,20.3,24.0,15,300,3,1,159.8,75
431,431,Others,10.0,42.0,16.5,24.0,20,450,2,1,36.5,90
432,432,Others,6.5,9.75,9.9,71.28,4,400,1,3,36.2,175
433,433,Others,63.0,120.0,17.7,72.0,10,300,5,3,368.1,150
434,434,Others,37.0,48.0,12.3,72.0,22,450,2,3,110.9,85
435,435,Others,79.2,96.0,20.4,24.0,15,450,4,1,337.2,150
436,436,Others,98.0,120.0,5.2,19.76,10,400,5,2,500.4,85
437,437,Others,20.3,24.0,21.8,23.98,20,350,1,1,42.1,35
438,438,Others,20.4,144.0,45.4,48.0,22,400,6,2,213.2,110
439,439,Others,94.0,96.0,47.8,48.0,8,450,4,2,471.6,115
440,440,Others,18.0,118.80000000000001,18.3,24.0,15,300,6,1,126.3,195
441,441,Electreefi,85.8,144.0,42.0,72.0,4,200,6,3,640.8,115
442,442,Electreefi,7.8,37.44,66.9,72.0,4,400,2,3,216.3,135
443,443,Electreefi,33.2,96.0,56.7,72.0,15,200,4,3,302.9,140
444,444,Electreefi,76.2,144.0,15.2,22.8,8,300,6,1,472.4,50
445,445,Electreefi,3.6,14.4,28.8,48.0,10,400,2,2,64.8,180
446,446,Electreefi,2.7,2.7,27.3,72.0,15,400,1,3,84.6,170
447,447,Electreefi,49.2,144.0,13.3,24.0,4,250,6,1,308.5,100
448,448,Electreefi,61.0,120.0,29.6,48.0,15,350,5,2,364.2,120
449,449,Electreefi,22.2,72.0,18.8,24.0,20,400,3,1,85.4,80
450,450,Electreefi,85.5,120.0,46.4,48.0,20,300,5,2,520.3,185
451,451,Electreefi,36.4,48.0,3.4,4.08,15,250,2,1,76.2,115
452,452,Electreefi,15.3,72.0,13.8,72.0,10,300,3,3,87.3,155
453,453,Electreefi,29.4,72.0,12.1,19.36,20,250,3,1,100.3,130
454,454,Electreefi,29.4,48.0,7.4,9.62,8,200,2,1,66.2,130
455,455,Electreefi,76.4,96.0,38.4,48.0,15,350,4,2,382.4,65
456,456,Electreefi,19.6,43.12,8.4,47.88,10,250,2,3,64.4,165
457,457,Electreefi,51.5,120.0,57.3,72.0,20,300,5,3,429.4,5
458,458,Electreefi,48.0,96.0,4.0,17.6,8,450,4,2,200.0,5
459,459,Electreefi,82.5,120.0,15.2,48.0,22,200,5,2,442.9,110
460,460,Electreefi,61.2,96.0,40.5,72.0,4,200,4,3,366.3,25
461,461,Electreefi,30.0,96.0,34.2,48.0,8,250,4,2,188.4,10
462,462,Electreefi,7.7,16.17,4.4,20.24,10,400,1,2,16.5,60
463,463,Electreefi,8.7,36.54,22.2,44.4,8,350,3,2,70.5,20
464,464,Electreefi,25.8,48.0,46.6,48.0,22,450,2,2,144.8,180
465,465,KSEB,42.3,72.0,23.3,24.0,20,200,3,1,150.2,135
466,466,KSEB,38.4,72.0,20.3,24.0,8,450,3,1,135.5,155
467,467,KSEB,19.2,24.0,27.4,48.0,8,450,1,2,74.0,20
468,468,KSEB,5.2,35.36,6.0,6.0,20,250,4,1,26.8,140
469,469,KSEB,31.8,144.0,22.4,48.0,20,250,6,2,235.6,180
470,470,KSEB,88.4,96.0,17.0,24.0,4,350,4,1,370.6,5
471,471,KSEB,42.0,48.0,3.5,6.3,10,400,2,1,87.5,105
472,472,KSEB,138.0,144.0,15.2,24.0,20,300,6,1,843.2,95
473,473,KSEB,20.4,72.0,45.0,48.0,15,350,3,2,151.2,105
474,474,KSEB,23.3,24.0,15.0,24.0,10,400,1,1,38.3,80
475,475,KSEB,21.6,24.0,11.7,18.72,8,450,1,1,33.3,165
476,476,KSEB,20.4,96.0,10.1,15.15,10,300,4,1,91.7,75
477,477,KSEB,96.0,144.0,57.0,72.0,15,300,6,3,747.0,175
478,478,KSEB,24.6,48.0,6.9,15.87,22,250,2,1,56.1,115
479,479,KSEB,6.6,37.62,27.8,48.0,4,200,3,2,75.4,75
480,480,KSEB,42.6,144.0,9.8,14.7,20,400,6,1,265.4,140
481,481,KSEB,23.4,24.0,2.6,2.6,20,400,1,1,26.0,180
482,482,KSEB,11.2,48.0,2.5,4.5,20,250,2,1,24.9,25
483,483,KSEB,73.2,96.0,37.8,72.0,15,200,4,3,406.2,145
484,484,KSEB,20.4,24.0,47.4,72.0,8,350,1,3,162.6,55
485,485,KSEB,30.0,48.0,18.5,24.0,10,250,2,1,78.5,185
486,486,KSEB,29.4,144.0,4.3,5.16,8,300,6,1,180.7,55
487,487,KSEB,8.5,13.6,25.4,48.0,4,250,1,2,59.3,55
488,488,KSEB,10.4,23.92,17.6,24.0,4,300,1,1,28.0,175
489,489,KSEB,8.6,20.64,15.9,72.0,15,450,2,3,64.9,95
490,490,KSEB,81.0,144.0,43.4,48.0,10,250,6,2,572.8,105
491,491,KSEB,28.8,96.0,51.3,72.0,4,400,4,3,269.1,40
492,492,KSEB,22.5,24.0,8.0,11.2,22,450,1,1,30.5,150
493,493,KSEB,15.0,24.0,4.2,7.98,22,300,1,1,19.2,0
494,494,KSEB,66.6,72.0,19.3,23.16,15,200,3,1,219.1,170
495,495,KSEB,31.4,48.0,66.3,72.0,20,250,2,3,261.7,90
496,496,KSEB,97.2,144.0,12.0,43.2,15,450,6,2,607.2,155
497,497,KSEB,72.0,144.0,24.4,48.0,4,200,6,2,480.8,150
498,498,KSEB,43.0,120.0,13.8,72.0,22,450,5,3,256.4,160
499,499,KSEB,16.6,36.52,15.3,24.0,8,250,2,1,48.5,75
500,500,KSEB,65.1,72.0,47.4,72.0,20,400,3,3,337.5,30
501,501,KSEB,7.2,10.08,8.6,20.64,8,350,1,1,15.8,100
502,502,KSEB,122.4,144.0,23.4,24.0,15,350,6,1,757.8,105
503,503,KSEB,79.6,96.0,33.9,72.0,10,450,4,3,420.1,130
504,504,KSEB,56.7,72.0,6.2,13.02,8,450,3,1,176.3,65
505,505,KSEB,102.0,120.0,69.6,72.0,22,400,5,3,718.8,55
506,506,KSEB,48.9,72.0,46.6,48.0,8,450,3,2,239.9,5
507,507,KSEB,22.5,72.0,19.7,24.0,20,200,3,1,87.2,175
508,508,KSEB,24.6,48.0,44.2,48.0,8,200,2,2,137.6,95
509,509,KSEB,59.5,120.0,29.1,72.0,22,200,5,3,384.8,190
510,510,KSEB,36.8,96.0,68.7,72.0,15,250,4,3,353.3,135
511,511,KSEB,85.0,120.0,41.6,48.0,20,300,5,2,508.2,45
512,512,KSEB,7.8,14.82,14.1,71.91,22,350,1,3,50.1,195
513,513,KSEB,94.4,96.0,68.4,72.0,20,250,4,3,582.8,95
514,514,KSEB,57.6,72.0,5.2,17.68,4,400,3,2,183.2,110
515,515,KSEB,5.7,8.55,63.3,72.0,4,450,1,3,195.6,170
516,516,KSEB,44.8,96.0,10.5,24.0,20,400,4,1,189.7,195
517,517,KSEB,16.0,96.0,12.1,24.0,15,200,4,1,76.1,75
518,518,KSEB,29.7,72.0,23.4,48.0,20,450,3,2,135.9,100
519,519,KSEB,115.0,120.0,32.6,48.0,20,200,5,2,640.2,170
520,520,KSEB,40.5,120.0,20.6,22.66,22,400,5,1,223.1,120
521,521,KSEB,2.4,6.0,34.8,72.0,22,450,1,3,106.8,80
522,522,KSEB,21.7,23.87,9.2,23.0,22,200,1,1,30.9,180
523,523,BPCL,79.6,96.0,33.3,72.0,4,400,4,3,418.3,0
524,524,BPCL,26.4,72.0,13.5,14.85,8,350,3,1,92.7,10
525,525,BPCL,42.5,120.0,18.4,24.0,15,350,5,1,230.9,60
526,526,BPCL,21.6,72.0,31.8,72.0,15,350,3,3,160.2,95
527,527,BPCL,12.6,48.0,32.1,72.0,4,400,2,3,121.5,100
528,528,BPCL,43.5,120.0,49.2,72.0,22,200,5,3,365.1,80
529,529,BPCL,18.0,23.4,38.4,48.0,8,350,1,2,94.8,75
530,530,BPCL,9.8,19.6,48.3,72.0,20,200,1,3,154.7,40
531,531,BPCL,4.3,7.74,9.6,72.0,4,350,1,3,33.1,15
532,532,BPCL,25.0,48.0,16.0,48.0,10,250,2,2,82.0,135
533,533,BPCL,27.0,144.0,1.4,2.8,10,350,6,1,163.4,145
534,534,BPCL,38.0,48.0,10.4,22.88,22,300,2,2,96.8,190
535,535,BPCL,18.8,24.0,13.8,48.0,20,350,1,2,46.4,165
536,536,BPCL,98.5,120.0,3.0,13.2,15,450,5,2,498.5,40
537,537,BPCL,23.3,23.3,1.2,2.88,15,300,1,1,24.5,170
538,538,BPCL,33.8,48.0,7.8,10.92,22,250,2,1,75.4,40
539,539,BPCL,57.6,144.0,11.4,20.52,4,200,6,1,357.0,40
540,540,BPCL,96.0,120.0,32.4,72.0,20,450,5,3,577.2,90
541,541,BPCL,44.4,144.0,18.2,20.02,10,450,6,1,284.6,30
542,542,BPCL,3.9,7.02,2.4,11.04,10,200,1,2,8.7,180
543,543,BPCL,35.2,48.0,14.4,24.0,22,350,2,1,84.8,115
544,544,BPCL,79.5,120.0,6.8,25.84,20,450,5,2,411.1,125
545,545,BPCL,41.6,96.0,57.9,72.0,22,200,4,3,340.1,20
546,546,BPCL,49.2,72.0,35.1,72.0,8,400,3,3,252.9,15
547,547,BPCL,7.0,8.4,38.8,48.0,20,450,1,2,84.6,35
548,548,BPCL,129.0,144.0,3.9,18.72,4,200,6,3,785.7,190
549,549,BPCL,50.7,72.0,43.2,48.0,15,350,3,2,238.5,150
550,550,BPCL,99.0,144.0,19.6,48.0,20,400,6,2,633.2,130
551,551,BPCL,7.3,8.76,14.3,24.0,22,250,1,1,21.6,115
552,552,BPCL,18.0,46.8,23.7,24.0,15,350,2,1,59.7,135
553,553,BPCL,54.0,120.0,18.5,24.0,4,250,5,1,288.5,80
554,554,BPCL,19.4,21.34,4.7,8.93,22,200,1,1,24.1,110
555,555,BPCL,123.6,144.0,19.2,38.4,22,450,6,2,780.0,175
556,556,BPCL,10.8,142.56,2.4,9.12,8,450,6,2,69.6,115
557,557,BPCL,112.2,144.0,11.6,24.0,15,200,6,1,684.8,170
558,558,BPCL,15.2,30.4,46.2,72.0,22,200,2,3,169.0,75
559,559,BPCL,44.1,72.0,16.5,72.0,15,450,3,3,181.8,110
560,560,BPCL,37.5,72.0,8.0,17.6,22,250,3,1,120.5,85
561,561,BPCL,31.2,96.0,31.4,48.0,8,400,4,2,187.6,90
562,562,BPCL,52.0,120.0,27.6,72.0,15,300,5,3,342.8,50
563,563,BPCL,9.8,23.52,10.7,19.26,4,350,2,1,30.3,140
564,564,BPCL,32.2,48.0,29.7,72.0,20,450,2,3,153.5,85
565,565,BPCL,90.5,120.0,66.6,72.0,10,400,5,3,652.3,150
566,566,BPCL,2.6,12.48,46.8,72.0,10,400,2,3,145.6,5
567,567,BPCL,96.5,120.0,3.3,13.86,10,300,5,3,492.4,90
568,568,BPCL,6.0,39.599999999999994,13.7,24.0,10,200,3,1,31.7,145
569,569,BPCL,3.4,3.4,67.5,72.0,4,350,1,3,205.9,190
570,570,BPCL,21.9,24.0,46.6,48.0,22,450,1,2,115.1,90
571,571,BPCL,22.8,96.0,6.8,24.48,15,250,4,2,104.8,65
572,572,BPCL,16.2,116.64000000000001,70.2,72.0,22,450,6,3,307.8,40
573,573,BPCL,74.0,120.0,37.4,48.0,8,200,5,2,444.8,0
574,574,BPCL,91.6,96.0,9.7,21.34,20,250,4,1,376.1,115
575,575,BPCL,16.6,18.26,42.0,72.0,20,450,1,3,142.6,35
576,576,BPCL,99.5,120.0,24.0,48.0,22,350,5,2,545.5,85
577,577,BPCL,60.8,96.0,21.9,65.69999999999999,10,300,4,3,308.9,105
578,578,BPCL,42.0,48.0,35.1,72.0,4,350,2,3,189.3,35
579,579,BPCL,6.8,7.48,41.2,48.0,22,250,1,2,89.2,50
580,580,BPCL,8.9,13.35,17.4,72.0,4,300,1,3,61.1,40
581,581,BPCL,4.0,19.2,14.7,17.64,15,350,4,1,30.7,15
582,582,BPCL,13.2,59.400000000000006,28.0,48.0,10,250,3,2,95.6,50
583,583,BPCL,18.4,48.0,19.3,21.23,10,250,2,1,56.1,195
584,584,BPCL,14.8,24.0,33.9,72.0,10,400,1,3,116.5,45
585,585,BPCL,11.1,59.94,24.6,48.0,8,400,3,2,82.5,120
586,586,BPCL,8.3,16.6,7.8,44.46,4,450,1,3,31.7,160
587,587,BPCL,13.6,96.0,58.8,72.0,4,250,4,3,230.8,185
588,588,BPCL,6.5,13.65,34.2,48.0,22,400,1,2,74.9,5
589,589,BPCL,11.3,16.95,6.4,14.08,4,300,1,1,17.7,105
590,590,BPCL,28.8,144.0,35.8,48.0,22,200,6,2,244.4,125
591,591,BPCL,52.5,120.0,19.0,38.0,20,350,5,2,300.5,120
592,592,BPCL,34.8,144.0,19.2,24.0,8,300,6,1,228.0,75
593,593,BPCL,12.2,39.04,3.8,5.32,10,400,2,1,28.2,145
594,594,BPCL,5.0,52.5,59.1,72.0,8,350,5,3,202.3,135
595,595,BPCL,74.4,144.0,17.5,24.0,22,300,6,1,463.9,145
596,596,BPCL,52.0,96.0,7.1,16.33,22,450,4,1,215.1,170
597,597,BPCL,76.0,120.0,2.0,6.0,4,350,5,2,384.0,45
598,598,BPCL,10.8,43.2,33.2,48.0,4,250,4,2,109.6,150
599,599,BPCL,11.0,30.8,52.5,72.0,8,200,2,3,179.5,60
600,600,BPCL,17.1,20.52,9.4,11.28,15,300,1,1,26.5,155
601,601,BPCL,52.4,96.0,18.6,20.46,8,250,4,1,228.2,60
602,602,BPCL,51.6,72.0,3.9,6.24,10,200,3,1,158.7,70
603,603,BPCL,19.7,24.0,14.7,17.64,4,450,1,1,34.4,150
604,604,BPCL,5.6,49.28,20.2,24.0,4,350,4,1,42.6,110
605,605,BPCL,21.5,120.0,17.6,24.0,22,450,5,1,125.1,145
606,606,Tata Power,28.2,48.0,14.7,24.0,15,250,2,1,71.1,160
607,607,Tata Power,20.1,72.0,9.4,16.92,20,300,3,1,69.7,25
608,608,Tata Power,35.4,72.0,35.7,72.0,10,200,3,3,213.3,195
609,609,Tata Power,115.2,144.0,20.5,24.0,22,200,6,1,711.7,5
610,610,Tata Power,6.0,30.599999999999998,17.9,24.0,15,250,3,1,35.9,105
611,611,Tata Power,39.4,48.0,19.7,24.0,10,350,2,1,98.5,80
612,612,Tata Power,78.0,96.0,70.8,72.0,10,350,4,3,524.4,165
613,613,Tata Power,107.5,120.0,21.6,72.0,22,450,5,3,602.3,65
614,614,Tata Power,21.6,48.0,36.2,48.0,20,200,2,2,115.6,180
615,615,Tata Power,41.6,96.0,6.3,30.240000000000002,22,300,4,3,185.3,150
616,616,Tata Power,14.1,23.97,20.8,45.76,22,200,1,2,55.7,10
617,617,Tata Power,11.4,129.96,67.5,72.0,22,400,6,3,270.9,65
618,618,Tata Power,40.0,48.0,13.8,22.08,8,200,2,1,93.8,95
619,619,Tata Power,20.0,24.0,3.1,6.2,20,250,1,1,23.1,135
620,620,Tata Power,74.5,120.0,12.5,24.0,22,300,5,1,385.0,170
621,621,Tata Power,15.6,121.68,21.6,48.0,20,250,6,2,136.8,75
622,622,Tata Power,18.4,48.0,23.8,48.0,22,300,2,2,84.4,5
623,623,Tata Power,17.7,24.0,12.5,17.5,8,400,1,1,30.2,20
624,624,Tata Power,10.8,25.92,26.0,48.0,20,350,2,2,73.6,175
625,625,Tata Power,11.4,24.0,10.8,68.03999999999999,8,300,1,3,43.8,60
626,626,Tata Power,14.9,20.86,16.0,24.0,22,200,1,1,30.9,75
627,627,Tata Power,53.4,72.0,5.2,22.88,22,250,3,2,170.6,50
628,628,Tata Power,73.2,144.0,27.2,48.0,20,350,6,2,493.6,65
629,629,Tata Power,71.2,96.0,24.3,72.0,10,400,4,3,357.7,15
630,630,Tata Power,78.0,96.0,20.1,72.0,15,350,4,3,372.3,65
631,631,Tata Power,12.3,59.04,8.3,19.09,4,300,3,1,45.2,110
632,632,Tata Power,27.0,48.0,1.5,3.6,22,350,2,1,55.5,165
633,633,Tata Power,14.6,48.0,36.0,72.0,15,300,2,3,137.2,100
634,634,Tata Power,13.7,24.0,9.1,18.2,15,350,1,1,22.8,60
635,635,Tata Power,95.0,120.0,7.8,25.740000000000002,4,300,5,3,498.4,50
636,636,Tata Power,23.1,24.0,11.0,33.0,20,400,1,2,45.1,115
637,637,Tata Power,15.0,24.0,4.2,16.38,22,300,1,3,27.6,90
638,638,Tata Power,46.8,96.0,16.4,48.0,8,450,4,2,220.0,85
639,639,Tata Power,38.2,48.0,9.8,25.48,8,200,2,2,96.0,10
640,640,Tata Power,138.0,144.0,17.2,24.0,10,350,6,1,845.2,75
641,641,Tata Power,118.8,144.0,43.6,48.0,10,300,6,2,800.0,80
642,642,Tata Power,22.1,24.0,34.5,72.0,10,250,1,3,125.6,5
643,643,Tata Power,13.8,144.0,14.4,60.480000000000004,10,400,6,3,126.0,65
644,644,Tata Power,1.5,3.75,4.5,24.299999999999997,4,200,1,3,15.0,185
645,645,Tata Power,40.4,96.0,25.5,72.0,4,300,4,3,238.1,160
646,646,Tata Power,43.6,96.0,5.1,5.1,22,400,4,1,179.5,25
647,647,Tata Power,21.5,24.0,22.6,48.0,15,250,1,2,66.7,95
648,648,Tata Power,47.5,120.0,16.3,17.93,4,400,5,1,253.8,155
649,649,Tata Power,66.5,120.0,32.1,72.0,20,300,5,3,428.8,150
650,650,Tata Power,92.0,96.0,8.7,13.92,4,400,4,1,376.7,65
651,651,Tata Power,54.6,144.0,19.7,24.0,10,300,6,1,347.3,195
652,652,Tata Power,61.2,96.0,25.6,48.0,8,350,4,2,296.0,115
653,653,Tata Power,56.8,96.0,42.0,48.0,22,350,4,2,311.2,175
654,654,Tata Power,47.4,72.0,20.1,72.0,10,450,3,3,202.5,5
655,655,Tata Power,60.6,144.0,1.9,2.47,10,300,6,1,365.5,155
656,656,Tata Power,8.0,18.4,9.0,9.0,8,200,1,1,17.0,170
657,657,Tata Power,34.5,72.0,12.5,16.25,22,450,3,1,116.0,165
658,658,Tata Power,141.6,144.0,20.7,72.0,15,350,6,3,911.7,50
659,659,Tata Power,42.4,48.0,20.2,48.0,22,450,2,2,125.2,130
660,660,Tata Power,28.0,96.0,2.8,13.44,8,300,4,2,117.6,75
661,661,Tata Power,46.4,48.0,7.2,9.36,8,300,2,1,100.0,60
662,662,Tata Power,68.5,120.0,57.3,72.0,22,250,5,3,514.4,20
663,663,Tata Power,40.4,96.0,24.6,48.0,10,400,4,2,210.8,170
664,664,Tata Power,111.6,144.0,11.2,47.04,15,200,6,2,692.0,125
665,665,Tata Power,74.4,144.0,33.8,48.0,4,300,6,2,514.0,65
666,666,Tata Power,42.2,48.0,21.9,24.0,8,250,2,1,106.3,150
667,667,Tata Power,34.4,96.0,34.4,48.0,4,350,4,2,206.4,45
668,668,Tata Power,5.2,15.6,64.5,72.0,22,450,2,3,203.9,105
669,669,Tata Power,20.2,24.0,2.6,6.24,15,450,1,1,22.8,160
670,670,Tata Power,32.8,48.0,67.2,72.0,4,250,2,3,267.2,165
671,671,Tata Power,41.6,96.0,62.1,72.0,4,350,4,3,352.7,65
672,672,Tata Power,29.1,72.0,2.9,5.22,4,250,3,1,90.2,95
673,673,Tata Power,58.5,120.0,14.4,31.68,4,300,5,2,321.3,135
674,674,Tata Power,78.5,120.0,26.2,48.0,4,450,5,2,444.9,75
675,675,Tata Power,4.8,23.04,23.4,72.0,20,300,4,3,89.4,100
676,676,Tata Power,38.0,120.0,25.8,72.0,8,450,5,3,267.4,5
677,677,Tata Power,10.0,92.0,12.4,29.76,10,450,4,2,64.8,30
678,678,Tata Power,41.0,48.0,10.8,71.28,8,450,2,3,114.4,10
679,679,Tata Power,91.6,96.0,2.1,3.15,22,300,4,1,368.5,165
680,680,Tata Power,23.7,72.0,7.2,12.24,20,300,3,1,78.3,30
681,681,Tata Power,1.5,1.8,39.6,48.0,4,350,1,2,80.7,65
682,682,Tata Power,15.3,24.0,5.6,26.88,22,400,1,2,26.5,185
683,683,Tata Power,56.4,144.0,51.6,72.0,15,350,6,3,493.2,170
684,684,Tata Power,82.2,144.0,13.9,16.68,4,400,6,1,507.1,165
685,685,Tata Power,17.6,48.0,32.2,48.0,22,300,2,2,99.6,175
686,686,Tata Power,3.0,10.8,14.9,24.0,20,450,3,1,23.9,25
687,687,Tata Power,109.2,144.0,10.8,20.52,22,250,6,1,666.0,90
688,688,Tata Power,23.9,24.0,20.7,72.0,15,300,1,3,86.0,105
689,689,Tata Power,128.4,144.0,33.4,48.0,10,250,6,2,837.2,75
690,690,Tata Power,13.0,48.0,43.0,48.0,4,250,2,2,112.0,80
691,691,Tata Power,27.0,48.0,38.7,72.0,15,350,2,3,170.1,85
692,692,Tata Power,66.9,72.0,21.9,24.0,20,450,3,1,222.6,40
693,693,Tata Power,19.5,120.0,5.6,9.52,4,250,5,1,103.1,190
694,694,Tata Power,16.3,24.0,18.6,48.0,22,200,1,2,53.5,20
695,695,Tata Power,62.0,120.0,6.6,33.0,15,400,5,2,323.2,85
696,696,Tata Power,13.0,15.6,17.4,48.0,22,300,1,2,47.8,140
697,697,Tata Power,16.2,24.0,12.2,24.0,22,300,1,1,28.4,195
698,698,Tata Power,20.1,24.0,14.7,24.0,20,450,1,1,34.8,110
699,699,Tata Power,12.8,24.0,3.2,11.52,8,300,1,2,19.2,185
700,700,Tata Power,42.6,48.0,32.4,48.0,8,300,2,2,150.0,80
